,level,speaker,gender,member_state,EP,party_group,text
10,EU,Tom Vandendriessche,0,Belgium,1.0,Identity and Democracy Group,"['tom', 'vandendriessche', '(', 'id', ')', '.', '–', '(', 'nl', ')', 'mr', 'president', ',', 'social', 'media', 'is', 'today', 'what', 'the', 'printing', 'press', 'was', 'in', 'the', 'middle', 'ages', ':', 'an', 'instrument', 'for', 'citizens', 'to', 'express', 'their', 'point', 'of', 'view', 'and', 'defend', 'their', 'interests', '.', 'however', ',', 'as', 'in', 'the', 'past', ',', 'the', 'ruling', 'elite', 'are', 'responding', 'with', 'censorship', 'and', 'oppression', 'to', 'determine', 'the', 'truth', 'under', 'the', 'guise', 'of', 'fighting', 'so-called', 'fake', 'news', '.', 'but', 'a', 'truth', 'that', 'must', 'be', 'protected', 'by', 'censorship', 'is', 'a', 'lie', '.', 'under', 'the', 'guise', 'of', 'combating', 'so-called', 'hate', 'speech', ',', 'they', 'want', 'to', 'criminalize', 'resistance', 'against', 'unwanted', 'migration', 'and', 'multicultural', 'depopulation', '.', 'but', 'just', 'as', 'a', 'mother', 'cares', 'for', 'her', 'children', ',', 'this', 'resistance', 'is', 'not', 'out', 'of', 'hatred', 'for', 'what', 'is', 'foreign', ',', 'but', 'out', 'of', 'love', 'for', 'what', 'is', 'proper', '.', 'democracy', 'can', 'not', 'exist', 'without', 'freedom', 'of', 'expression', '.', 'it', 'is', 'not', 'a', 'matter', 'of', 'left', 'or', 'right', ',', 'or', 'of', 'agreeing', 'or', 'disagreeing', ';', 'that', 'is', 'a', 'fundamental', 'right', 'that', 'saves', 'us', 'all', 'from', 'tyranny', '.', 'censorship', 'on', 'social', 'media', 'should', 'therefore', 'be', 'punished', '.', 'we', 'must', 'break', 'up', 'the', 'silicon', 'valley', 'oligarchy', 'to', 'protect', 'the', 'fundamental', 'rights', 'and', 'freedoms', 'of', 'our', 'citizens', 'and', 'our', 'democracy', '.']
"
11,EU,Gwendoline Delbos-Corfield,1,France,1.0,The Greens/European Free Alliance,"['gwendoline', 'delbos-corfield', '(', 'verts/ale', ')', '.', '–', 'madam', 'president', ',', 'the', 'ngo', 'algorithmwatch', 'reports', 'that', 'existing', 'transparency', 'tools', 'have', 'failed', '.', 'our', 'laws', 'are', 'not', 'yet', 'fit', 'for', 'purpose', 'in', 'the', 'digital', 'world', '.', 'our', 'democracies', 'are', 'not', 'ready', 'for', 'the', 'challenges', 'to', 'our', 'liberties', 'and', 'fundamental', 'rights', 'we', 'often', 'debate', 'these', 'issues', ',', 'but', 'we', 'still', 'do', 'not', 'have', 'adequate', 'rules', 'at', 'the', 'european', 'level', '.', 'what', 'we', 'need', 'most', 'here', 'is', 'transparency', 'of', 'algorithm', ',', 'to', 'hold', 'platforms', 'accountable', 'for', 'the', 'impact', 'on', 'democratic', 'processes', 'and', 'to', 'scrutinise', 'their', 'actions', 'we', 'need', 'transparency', 'of', 'algorithm', 'to', 'share', 'the', 'data', 'with', 'researchers', ',', 'for', 'example', ',', 'at', 'the', 'new', 'european', 'digital', 'media', 'observatory', '.', 'we', 'need', 'transparency', 'of', 'algorithm', 'to', 'fight', 'disinformation', ',', 'and', 'we', 'need', 'transparency', 'to', 'help', 'us', 'understand', 'how', 'online', 'spaces', 'have', 'become', 'hotbeds', 'of', 'systemic', 'inequality', 'and', 'discrimination', '.', 'women', 'and', 'minorities', 'are', 'deserting', 'the', 'online', 'space', 'more', 'and', 'more', 'often', ',', 'after', 'extremely', 'violent', 'experiences', '.', 'we', 'are', 'not', 'just', 'talking', 'about', 'a', 'few', 'isolated', 'cases', ',', 'but', 'about', 'a', 'problem', 'that', 'is', 'becoming', 'more', 'and', 'more', 'mainstream', ',', 'and', 'we', 'do', 'not', 'have', 'this', 'transparency', 'of', 'algorithm', '.']
"
12,EU,Nicola Procaccini,0,Germany,1.0,Identity and Democracy Group,"['nicola', 'procaccini', '(', 'ecr', ')', '.', '-', 'madam', 'president', ',', 'ladies', 'and', 'gentlemen', ',', 'commissioner', ',', 'as', 'ecr', 'we', 'have', 'asked', 'for', 'this', 'debate', 'because', 'the', 'majority', 'of', 'our', 'relations', 'in', 'the', 'social', ',', 'educational', ',', 'economic', 'and', 'political', 'spheres', 'now', 'take', 'place', 'on', 'digital', 'platforms', ',', 'and', 'it', 'is', 'not', 'possible', 'to', 'deny', 'their', 'regulation', 'to', 'private', 'multinationals', ',', 'especially', 'if', 'this', 'affects', 'our', 'democracies', '.', 'you', 'may', 'or', 'may', 'not', 'like', 'what', 'a', 'simple', 'european', 'citizen', 'or', 'the', 'president', 'of', 'the', 'united', 'states', 'of', 'america', 'says', 'at', 'a', 'given', 'historical', 'moment', ',', 'but', 'their', 'freedom', 'of', 'expression', 'can', 'be', 'limited', 'or', 'suppressed', 'only', 'if', 'it', 'is', 'established', 'by', 'a', 'public', 'authority', ',', 'against', 'the', 'which', 'one', 'to', 'appeal', 'if', 'you', 'believe', 'you', 'have', 'been', 'wronged', '.', 'what', 'is', 'illegal', 'offline', 'must', 'also', 'be', 'illegal', 'online', ',', 'it', 'was', 'said', 'earlier', '.', 'right', '.', 'it', 'is', 'in', 'fact', 'the', 'so-called', 'reserve', 'of', 'law', 'which', 'is', 'the', 'basis', 'of', 'the', 'rule', 'of', 'law', '.']
"
13,EU,Niyazi Kizilyürek,0,Cyprus,1.0,Left group in the European Parliament,"['niyazi', 'kizilyürek', '(', 'the', 'left', ')', '.', '–', 'madam', 'president', ',', 'dear', 'colleagues', '!', 'social', 'media', 'must', 'not', 'become', 'a', 'platform', 'for', 'hate', ',', 'racism', ',', 'disinformation', 'and', 'hate', 'speech', '.', 'free', 'internet', ',', 'information', 'and', 'communication', 'access', 'must', 'be', 'guaranteed', 'for', 'all', 'and', 'access', 'to', 'the', 'internet', 'must', 'be', 'a', 'public', 'good', '.', 'a', 'free', 'internet', 'with', 'democratically', 'controlled', 'platforms', 'is', 'the', 'order', 'of', 'the', 'day', '.', 'that', 'means', ':', 'common', 'eu', 'rules', ',', 'in', 'particular', 'strict', 'anti-monopoly', 'and', 'anti-trust', 'controls', ';', 'active', 'participation', 'of', 'internet', 'companies', ';', 'involvement', 'of', 'civil', 'society', '.', 'in', 'addition', ',', 'the', 'various', 'platforms', 'must', 'commit', 'to', 'clearly', 'expressed', 'general', 'terms', 'and', 'conditions', '.', 'users', 'must', 'also', 'have', 'the', 'right', 'to', 'portability', 'of', 'data', 'and', 'relationships', 'from', 'one', 'social', 'network', 'to', 'another', '.', 'finally', ',', 'it', 'is', 'high', 'time', 'for', 'a', 'fair', 'taxation', 'and', 'distribution', 'of', 'the', 'enormous', 'profits', 'of', 'the', 'internet', 'giants', '.', 'the', 'rich', 'finally', 'checkout', '!']
"
14,EU,Costas Papadakis,0,Cyprus,1.0,Progressive Alliance of Socialists and Democrats in the European Parliament,"['costas', 'papadakis', '(', 'ni', ')', '.', '-', 'madam', 'president', ',', 'mutual', 'accusations', 'and', 'vague', 'moral', 'crowns', ';', 'it', 'is', 'all', 'a', 'trade', 'war', 'over', 'who', 'will', 'take', 'the', 'lead', 'in', 'the', 'digital', 'economy', '.', 'the', 'united', 'states', ',', 'china', 'or', 'the', 'european', 'union', '?', 'equipped', 'with', 'relevant', 'digital', 'agreements', 'that', 'serve', 'the', 'interests', 'of', 'groups', 'and', 'under', 'the', 'guise', 'of', 'personal', 'data', 'protection', ',', 'the', 'european', 'union', 'and', 'the', 'united', 'states', 'compete', 'for', 'the', 'control', 'of', 'the', 'mass', 'recording', ',', 'dossier', ',', 'marketing', 'and', 'exploitation', 'of', 'data', 'by', 'government', 'and', 'other', 'services', 'and', 'groups', ',', 'with', 'criterion', 'their', 'astronomical', 'gains', ',', 'which', '-', 'in', 'fact', '-', 'are', 'multiple', 'in', 'the', 'midst', 'of', 'a', 'pandemic', '.', 'at', 'the', 'same', 'time', ',', 'they', 'cooperate', 'by', 'extracting', 'and', 'transmitting', 'personal', 'data', 'and', 'information', 'to', 'the', 'backs', 'of', 'the', 'peoples', ',', 'intensifying', 'secrecy', 'and', 'repression', 'to', 'the', 'detriment', 'of', 'the', 'movement', 'of', 'the', 'working', 'people', '.', 'as', 'long', 'as', 'the', 'data', ',', 'their', 'collection', 'and', 'processing', 'are', 'owned', 'and', 'controlled', 'by', 'the', 'monopolies', 'of', 'the', 'bourgeois', 'states', 'that', 'serve', 'the', 'capitalist', 'exploitation', ',', 'there', 'is', 'no', 'way', 'to', 'protect', 'them', '.', 'the', 'popular', 'struggle', 'of', 'workers', 'and', 'the', 'struggle', 'for', 'the', 'protection', 'of', 'popular', 'rights', 'and', 'freedoms', 'are', 'inextricably', 'linked', 'to', 'the', 'struggle', 'to', 'overthrow', 'this', 'barbarism', 'that', 'is', 'turning', 'enormous', 'scientific', 'and', 'technological', 'potential', 'into', 'new', 'bonds', 'to', 'the', 'detriment', 'of', 'peoples', '.']
"
15,EU,Balázs Hidvéghi,0,Hungary,1.0,Non-attached Members,"['balázs', 'hidvéghi', '(', 'ppe', ')', '.', '-', 'madam', 'president', '.', 'dear', 'colleagues', '!', 'it', 'is', 'now', 'commonplace', 'for', 'internet', 'giants', 'to', 'delete', 'opinions', 'that', 'they', 'don', '’', 't', 'like', 'ideologically', 'at', 'the', 'touch', 'of', 'a', 'button', '.', 'the', 'blocking', 'of', 'a', 'us', 'president', ',', 'regardless', 'of', 'his', 'or', 'her', 'identity', 'and', 'judgment', ',', 'is', 'completely', 'unacceptable', 'and', 'violates', 'democratic', 'principles', '.', 'large', 'social', 'platforms', 'are', 'no', 'longer', 'simply', 'social', 'networks', 'that', 'make', 'it', 'easy', 'to', 'stay', 'in', 'touch', 'with', 'our', 'acquaintances', ',', 'but', 'online', 'interfaces', 'that', 'affect', 'all', 'areas', 'of', 'life', ':', 'business', ',', 'public', 'services', ',', 'art', ',', 'culture', ',', 'public', 'discourse', 'and', 'thus', 'politics', '.', 'developments', 'in', 'recent', 'months', 'clearly', 'show', 'that', 'the', 'leaders', 'of', 'technology', 'giants', 'have', 'become', 'political', 'actors', 'restricting', 'freedom', 'of', 'expression', 'where', 'appropriate', '.', 'in', 'the', 'absence', 'of', 'rules', ',', 'they', 'abuse', 'their', 'position', ':', 'they', 'delete', ',', 'moderate', ',', 'censor', 'as', 'they', 'please', '.', 'much', 'of', 'the', 'political', 'expression', 'now', 'takes', 'place', 'on', 'the', 'world', 'wide', 'web', ',', 'so', 'freedom', 'of', 'expression', 'on', 'the', 'internet', 'must', 'be', 'ensured', 'at', 'all', 'times', '.', 'technology', 'giants', 'can', 'not', 'be', 'the', 'arbiters', 'of', 'the', 'public', '.', 'freedom', 'of', 'expression', 'is', 'a', 'cornerstone', 'of', 'democracy', 'and', 'can', 'only', 'be', 'restricted', 'in', 'exceptional', 'cases', 'and', 'by', 'law', '.', 'if', 'we', 'have', 'laws', 'that', 'regulate', 'the', 'written', 'and', 'electronic', 'press', ',', 'the', 'same', 'is', 'needed', 'for', 'the', 'internet', '.', 'there', 'is', 'a', 'need', 'for', 'rules', 'that', 'force', 'internet', 'giants', 'to', 'operate', 'legally', ',', 'transparently', 'and', 'verifiably', ',', 'and', 'do', 'not', 'allow', 'them', 'to', 'arbitrarily', 'restrict', 'the', 'freedom', 'of', 'all', 'of', 'us', '.']
"
16,EU,Philippe Olivier,0,Belgium,1.0,The Greens/European Free Alliance,"['philippe', 'olivier', '(', 'id', ')', '.', '–', 'madam', 'president', ',', 'ladies', 'and', 'gentlemen', ',', 'what', 'is', 'freedom', 'of', 'expression', 'if', 'you', 'are', 'forbidden', 'paper', 'and', 'ink', '?', 'yet', 'this', 'is', 'what', 'is', 'happening', 'today', 'around', 'the', 'world', 'for', 'citizens', ',', 'activists', ',', 'personalities', 'and', 'elected', 'officials', 'who', 'see', 'themselves', 'arbitrarily', 'censored', 'by', 'social', 'networks', ',', 'without', 'prior', 'conviction', 'and', 'without', 'the', 'possibility', 'of', 'appeal', '.', 'thus', ',', 'in', 'france', ',', 'is', 'this', 'the', 'case', ',', 'for', 'example', ',', 'of', 'senator', 'lr', 'sébastien', 'meurant', ',', 'ex-lrem', 'deputy', 'joaquim', 'son-forget', 'or', 'even', 'deputy', 'emmanuelle', 'ménard', ',', 'all', 'three', 'censored', 'by', 'twitter', 'for', 'having', 'thought', 'otherwise', '.', 'to', 'put', 'forward', 'a', 'different', 'idea', 'is', 'not', 'a', 'crime', ',', 'it', 'is', 'a', 'right', '.', 'our', 'european', 'parliament', 'would', 'grow', 'to', 'defend', 'freedom', 'of', 'expression', 'against', 'the', 'new', 'censors', 'that', 'are', 'the', 'giants', 'of', 'the', 'net', '.', 'it', 'is', 'an', 'uphill', 'battle', ',', 'but', 'freedom', 'of', 'expression', 'only', 'makes', 'sense', 'if', 'it', 'protects', 'ideas', ',', 'all', 'ideas', ',', 'even', 'those', 'that', 'may', 'go', 'against', 'the', 'grain', '.', 'the', 'others', ',', 'the', 'official', 'truths', ',', 'as', 'we', 'know', ',', 'are', 'accepted', 'even', 'in', 'the', 'worst', 'dictatorships', '.']
"
17,EU,Patrick Breyer,0,Germany,1.0,European Conservatives and Reformists Group,"['patrick', 'breyer', '(', 'verts/ale', ')', '.', '–', 'madam', 'president', ',', 'if', 'the', 'dominant', 'internet', 'platforms', 'were', 'states', ',', 'they', 'would', 'be', 'dictatorships', 'that', 'use', 'an', 'army', 'of', 'robots', 'to', 'spy', 'on', 'their', 'citizens', 'and', 'manipulate', 'them', ',', 'that', 'dictate', 'the', 'news', 'headlines', ',', 'that', 'arbitrarily', 'censor', 'what', 'their', 'citizens', 'may', 'say', ',', 'that', 'cut', 'off', 'communication', 'channels', 'with', 'citizens', 'of', 'other', 'countries', ',', 'that', 'expel', 'them', 'at', 'will', 'from', 'their', 'country', '.', 'the', 'eu', 'must', 'stop', 'putting', 'these', 'tech', 'despots', 'and', 'their', 'error—prone', 'machines', 'in', 'charge', 'of', 'curing', 'society', 'and', 'of', 'preventing', 'violence', 'and', 'crime', ',', 'lies', 'and', 'hate', 'because', 'this', 'only', 'fuels', 'the', 'despot', '’', 's', 'powers', ',', 'and', 'despots', 'will', 'use', 'despotic', 'means', '.', 'the', 'weapons', 'of', 'a', 'democracy', 'are', 'humans', ',', 'the', 'rule', 'of', 'law', 'and', 'independent', 'courts', 'to', 'take', 'decisions', '.', 'let', '’', 's', 'start', 'setting', 'up', 'our', 'own', 'federated', 'platforms', 'and', 'make', 'corporate', 'platforms', 'interconnect', '.', 'let', 'democracy', 'reign', 'in', 'the', 'digital', 'age', ',', 'not', 'corporations', 'and', 'their', 'machines', '.']
"
18,EU,Robert Roos,0,Netherlands,1.0,European Conservatives and Reformists Group,"['robert', 'roos', '(', 'ecr', ')', '.', '–', '(', 'nl', ')', 'mr', 'president', ',', 'big', 'tech', 'is', 'too', 'powerful', 'and', 'its', 'power', 'must', 'be', 'broken', '.', 'citizens', 'who', 'intervene', 'in', 'the', 'public', 'debate', 'are', 'digitally', 'steered', 'in', 'a', 'certain', 'direction', 'or', 'even', 'silenced', 'through', 'selective', 'algorithms', 'and', 'moderation', '.', 'that', 'is', 'unacceptable', '.', 'social', 'media', 'platforms', 'are', 'the', 'soapboxes', 'of', 'the', 'twenty-first', 'century', ':', 'a', 'platform', 'where', 'everyone', 'can', 'express', 'their', 'opinion', ',', 'however', 'controversial', ',', 'unwelcome', 'or', 'contrary', '.', 'the', 'debate', 'must', 'therefore', 'be', 'able', 'to', 'be', 'conducted', 'in', 'complete', 'freedom', ',', 'both', 'online', 'and', 'offline', ',', 'without', 'interference', 'from', 'any', 'public', 'authority', 'and', 'without', 'respect', 'for', 'borders', '.', 'this', 'is', 'stated', 'in', 'article', '11', 'of', 'the', 'charter', 'of', 'fundamental', 'rights', 'of', 'the', 'european', 'union', 'and', 'is', 'a', 'fundamental', 'principle', 'that', 'must', 'always', 'be', 'respected', 'in', 'this', 'house', '.', 'we', 'must', 'fight', 'illegal', 'content', ',', 'child', 'pornography', 'and', 'incitement', 'to', 'violence', ',', 'but', 'protect', 'freedom', 'of', 'expression', '.', 'the', 'sole', 'filtering', 'function', 'in', 'the', 'immeasurable', 'spectrum', 'of', 'opinion', 'should', 'not', 'be', 'defined', 'by', 'the', 'eu', 'or', 'big', 'tech', 'oligarchs', 'with', 'a', 'political', 'agenda', ',', 'but', 'by', 'the', 'power', 'of', 'public', 'debate', 'itself', '.']
"
19,EU,Márton Gyöngyösi,0,Hungary,1.0,Non-attached Members,"['márton', 'gyöngyösi', '(', 'ni', ')', '.', '–', 'madam', 'president', ',', 'while', 'the', 'internet', 'widened', 'the', 'scope', 'of', 'social', 'dialogue', 'and', 'freedom', 'of', 'speech', ',', 'the', 'past', 'decade', 'revealed', 'the', 'unfortunate', 'truth', 'that', 'the', 'internet', 'also', 'grants', 'unlimited', 'space', 'for', 'extremist', 'ideologies', '.', 'it', 'also', 'showed', 'that', 'dangerous', 'groups', 'and', 'echo', 'chambers', 'can', 'be', 'formed', 'not', 'only', 'in', 'the', 'third', 'world', 'with', 'deep', 'social', 'divisions', ',', 'but', 'also', 'in', 'the', 'united', 'states', 'and', 'elsewhere', 'in', 'the', 'developed', 'world', '.', 'populists', 'are', 'quick', 'to', 'exploit', 'the', 'advantages', 'offered', 'by', 'social', 'media', ',', 'and', 'where', 'they', 'have', 'a', 'grip', 'on', 'power', 'they', 'already', 'started', 'speaking', 'about', 'regulating', 'it', 'themselves', '.', 'in', 'my', 'native', 'hungary', ',', 'the', 'orbán', 'government', 'is', 'already', 'drafting', 'national', 'legislation', 'to', 'regulate', 'social', 'media', 'and', 'the', 'internet', '.', 'we', 'have', 'no', 'doubt', 'about', 'their', 'real', 'intentions', ':', 'provide', 'legal', 'protection', 'for', 'the', 'next', 'smear', 'campaign', 'and', 'sabotage', 'the', 'work', 'of', 'the', 'opposition', '.', 'self-regulation', 'is', 'no', 'longer', 'sufficient', '.', 'it', 'requires', 'action', 'internationally', 'and', 'simultaneously', 'in', 'fighting', 'fake', 'news', 'and', 'shaping', 'public', 'democratic', 'discourse', '.', 'it', 'is', 'high', 'time', 'to', 'create', 'a', 'european', 'public', 'media', 'service', '.']
"
20,EU,Sven Simon,0,Germany,1.0,European People's Party,"['sven', 'simon', '(', 'epp', ')', '.', '–', 'madam', 'president', '!', 'ladies', 'and', 'gentlemen', '!', 'social', 'media', 'are', 'both', 'an', 'opportunity', 'and', 'a', 'threat', 'to', 'democracy', '.', 'when', 'we', 'talk', 'about', 'democratic', 'control', 'of', 'social', 'media', 'and', 'the', 'protection', 'of', 'fundamental', 'rights', ',', 'it', 'goes', 'to', 'the', 'heart', 'of', 'our', 'liberal', 'democracy', '.', 'democracy', ',', 'the', 'rule', 'of', 'law', ',', 'but', 'above', 'all', 'fundamental', 'rights', 'that', 'can', 'be', 'enforced', 'individually', '–', 'that', 'is', 'our', 'european', 'identity', '.', 'the', 'fundamental', 'right', 'to', 'freedom', 'of', 'expression', 'is', 'of', 'fundamental', 'importance', '.', 'if', 'we', 'want', 'to', 'protect', 'it', 'and', 'at', 'the', 'same', 'time', 'fight', 'fake', 'news', ',', 'then', 'we', 'must', 'first', 'of', 'all', 'start', 'with', 'ourselves', ',', 'and', 'when', 'we', 'communicate', 'ourselves', ',', 'not', 'spread', 'false', 'facts', 'in', 'the', 'political', 'space', '.', 'for', 'example', ',', 'when', 'we', 'talk', 'about', 'the', 'mercosur', 'agreement', 'in', 'international', 'trade', 'agreements', ',', 'we', 'have', 'to', 'stick', 'to', 'the', 'facts', '.', 'when', 'we', 'talk', 'about', 'vaccination', 'policy', 'in', 'europe', 'and', 'what', 'is', 'in', 'the', 'contract', 'with', 'astrazeneca', ',', 'for', 'example', ',', 'the', 'institutions', 'of', 'the', 'european', 'union', 'have', 'to', 'stick', 'to', 'the', 'truth', 'and', 'the', 'facts', '.', 'only', 'then', 'will', 'we', 'gain', 'trust', 'and', 'credibility', '.', 'i', 'am', 'pleased', 'that', 'we', 'are', 'in', 'agreement', 'in', 'this', 'debate', 'that', 'the', 'restriction', 'of', 'and', 'interference', 'with', 'freedom', 'of', 'expression', 'may', 'only', 'take', 'place', 'in', 'accordance', 'with', 'the', 'law', 'and', 'that', 'we', 'must', 'not', 'leave', 'this', 'to', 'private', 'individuals', 'in', 'europe', 'and', 'around', 'the', 'world', '.']
"
21,EU,Moritz Körner,0,Germany,1.0,Renew Europe Group,"['moritz', 'körner', '(', 'renew', ')', '.', '–', 'madam', 'president', ',', 'dear', 'colleagues', '!', 'we', 'were', 'all', 'startled', 'by', 'the', 'pictures', 'of', 'the', 'capitol', '.', 'but', 'we', 'all', 'also', 'remember', 'this', 'young', 'senator', 'who', 'also', 'used', 'social', 'media', 'to', 'become', 'the', 'first', 'black', 'president', '.', 'both', 'trump', 'and', 'obama', 'were', 'elected', 'with', 'the', 'help', 'of', 'social', 'media', '.', 'it', 'is', 'not', 'social', 'media', 'that', 'is', 'good', 'or', 'bad', '.', 'it', 'is', 'what', 'we', 'do', 'with', 'it', ',', 'what', 'rules', 'we', 'give', 'it', '.', 'instead', 'of', 'restricting', 'freedom', 'of', 'expression', 'with', 'upload', 'filters', ',', 'we', 'should', 'have', 'more', 'transparency', 'about', 'algorithms', 'and', 'give', 'users', 'more', 'options', '.', 'instead', 'of', 'letting', 'private', 'companies', 'decide', 'what', 'is', 'illegal', ',', 'courts', 'must', 'continue', 'to', 'decide', 'and', 'we', 'need', 'better', 'cooperation', 'with', 'authorities', '.', 'we', 'will', 'continue', 'to', 'see', 'people', 'writing', 'nonsense', 'on', 'the', 'internet', '.', 'but', 'we', 'should', 'better', 'protect', 'our', 'democracies', 'against', 'external', 'disinformation', 'campaigns', '.', 'more', 'freedom', 'of', 'expression', 'is', 'what', 'we', 'must', 'deal', 'with', '-', 'with', 'smart', 'rules', '-', 'not', 'by', 'restricting', 'it', '.', 'that', 'must', 'be', 'the', 'european', 'way', 'for', 'the', 'future', '.']
"
22,EU,Sergey Lagodinsky,0,Germany,1.0,The Greens/European Free Alliance,"['sergey', 'lagodinsky', '(', 'verts/ale', ')', '.', '–', 'madam', 'president', '!', 'what', 'we', 'have', 'been', 'experiencing', 'for', 'years', 'is', 'a', 'change', 'in', 'our', 'public', 'discourse', 'space', '.', 'these', 'changes', 'are', 'manifold', '–', 'we', 'have', 'heard', 'it', '.', 'there', 'are', 'opportunities', 'and', 'there', 'are', 'risks', '.', 'we', 'are', 'in', 'the', 'middle', 'of', 'a', 'conflict', 'of', 'objectives', 'over', 'the', 'issue', 'of', 'order', 'in', 'the', 'digital', 'age', '.', 'this', 'is', 'a', 'conflict', 'between', 'freedom', 'that', 'empowers', 'and', 'freedom', 'that', 'insults', ',', 'incapacitates', 'and', 'demeans', '.', 'we', 'are', 'looking', 'for', 'solutions', '.', 'but', 'the', 'worst', 'possible', 'solution', 'is', 'if', 'we', 'let', 'private', 'providers', 'make', 'decisions', 'about', 'this', '.', 'we', 'may', 'rejoice', 'that', 'the', 'hate', 'of', 'trump', 'and', 'hate', 'speech', 'has', 'now', 'died', 'down', '.', 'but', 'i', 'can', 'not', 'be', 'happy', 'that', 'this', 'decision', 'was', 'made', 'by', 'a', 'private', 'company', '.', 'today', 'freedom', 'of', 'expression', 'on', '-', 'tomorrow', 'freedom', 'of', 'expression', 'off', '.', 'therefore', 'we', 'have', 'to', 'make', 'at', 'least', 'three', 'decisions', '.', 'firstly', ',', 'online', 'monopolies', 'must', 'be', 'broken', 'up', '.', 'second', ':', 'decisions', 'to', 'resolve', 'this', 'conflict', 'between', 'freedom', 'and', 'liberty', 'must', 'remain', 'democratically', 'legitimized', '.', 'and', ':', 'such', 'events', 'must', 'not', 'be', 'automated', '.', 'neither', 'ai', 'nor', 'big', 'money', 'should', 'decide', 'about', 'our', 'fundamental', 'rights', '.']
"
