,level,speaker,gender,state,house_of_rep,party,text,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,prevalenc_of_topics,Dominant_topic
36,US,Mitch McConnell,0,Kentucky,0,0,"['entirely', 'different', 'matter', 'yesterday', 'take', 'step', 'consider', 'wide', 'ranging', 'touch', 'multiple', 'part', 'economy', 'name', 'increase', 'innovation', 'competitiveness', 'secure', 'productive', 'innovative', 'senator', 'want', 'course', 'place', 'guarantee', 'find', 'wide', 'variety', 'different', 'idea', 'good', 'way', 'encourage', 'number', 'colleague', 'assemble', 'proposal', 'touch', 'long', 'list', 'subject', 'fund', 'university', 'regional', 'economic', 'development', 'geopolitic', 'cyber', 'security', 'broad', 'need', 'thorough', 'robust', 'bipartisan', 'floor', 'process', 'include', 'healthy', 'series', 'vote', 'republican', 'colleague', 'commerce', 'explain', 'support', 'move', 'current', 'draft', 'ready', 'prime', 'time', 'yet', 'deserve', 'robust', 'process', 'floor', 'come', 'floor', 'bipartisan', 'understand', 'democratic', 'leader', 'assurance', 'effort', 'close', 'debate', 'amendment', 'prematurely', 'consider', 'important', 'issue', 'hope', 'interest', 'competition', 'lead', 'democratic', 'friend', 'rethink', 'biden', 'intention', 'cut', 'defense', 'spending', 'inflation', 'single', 'good', 'thing', 'stay', 'competitive', 'give', 'resource', 'stay', 'competitive', 'china']",36,1,0.563,"make, research, technology, national, people, world, investment, innovation, american, percent","[(0, 0.43555555555555553), (1, 0.5644444444444444)]",Domestic_us_economy
37,US,Ben Sasse,0,Nebraska,0,0,"['often', 'credit', 'apocryphal', 'quote', 'sleep', 'soundly', 'bed', 'rough', 'man', 'stand', 'ready', 'night', 'visit', 'violence', 'harm', 'still', 'true', 'st_century', 'get', 'complicated', 'live', 'era', 'hybrid', 'war', 'few', 'day', 'enemy', 'beach', 'day', 'exploit', 'enemy', 'server', 'sleep', 'soundly', 'night', 'addition', 'rough', 'man', 'ready', 'brilliant', 'man', 'woman', 'work', 'clock', 'develop', 'national', 'security', 'technology', 'defend', 'interest', 'undermine', 'enemy', 'defense', 'advanced', 'research', 'project', 'frontline', 'work', 'racing', 'adversary', 'technology', 'struggle', 'chinese_communist', 'party', 'define', 'national', 'security', 'challenge', 'time', 'authoritarian', 'regime', 'fundamentally', 'oppose', 'american', 'value', 'american', 'interest', 'globe', 'citizen', 'watch', 'chamber', 'day', 'think', 'political', 'leader', 'content', 'ignore', 'reality', 'assure', 'colleague', 'switch', 'aggressively', 'invest', 'machine', 'learn', 'quantum_compute', 'hack', 'steal', 'chinese_communist', 'party', 'mission', 'make', 'attempt', 'hide', 'want', 'become', 'world', 'preeminent', 'superpower', 'think', 'claim', 'first', 'mover', 'advantage', 'cyber', 'domain', 'achieve', 'let', 'happen', 'today', 'simple', 'double', 'darpa', 'budget', 'next', 'year', 'work', 'national', 'important', 'support', 'work', 'support', 'research', 'nsf', 'research', 'broad', 'darpa', 'research', 'directly', 'apply', 'critical', 'national', 'security', 'challenge', 'classified', 'tech', 'development', 'darpa', 'dna', 'talk', 'identify', 'disrupt', 'enable', 'information', 'campaign', 'want', 'darpa', 'lead', 'work', 'talk', 'develop', 'new', 'technological', 'tool', 'push', 'back', 'hybrid', 'warfare', 'want', 'darpa', 'lead', 'work', 'want', 'outlast', 'chinese', 'techno', 'make', 'investment', 'double', 'darpa', 'budget', 'cost', 'effective', 'investment', 'bolster', 'work', 'bolster', 'work', 'endless_fronti', 'debate', 'week', 'encourage', 'colleague', 'support']",37,1,0.617,"make, research, technology, national, people, world, investment, innovation, american, percent","[(0, 0.37037037037037035), (1, 0.6296296296296297)]",Domestic_us_economy
38,US,Vicky Hartzler,1,Missouri,1,0,"['vicky', 'hartzler', 'consider', 'important', 'piece', 'bipartisan', 'chairman', 'tactical', 'air', 'land', 'force', 'want', 'chairman', 'bipartisan', 'effort', 'please', 'approve', 'bipartisan', 'markup', 'increase', 'top_line', 'increase', 'need', 'continue', 'progress', 'make', 'rebuild', 'readiness', 'facilitate', 'modernization', 'program', 'necessary', 'prepare', 'military', 'force', 'compete', 'deter', 'win', 'peer', 'challenger', 'adversarie', 'jurisdiction', 'continue', 'critical', 'oversight', 'strike', 'fighter', 'force', 'structure', 'inventory', 'management', 'air_force', 'navy', 'marine_corp', 'set', 'well', 'condition', 'ensure', 'right', 'mix', 'fourth', 'fifth', 'generation', 'fighter', 'manage', 'operational', 'risk', 'specifically', 'authorize', 'fund', 'joint', 'strike', 'fighter', 'aircraft', 'super', 'hornet', 'reverse', 'several', 'propose', 'cut', 'include', 'procurement', 'small', 'caliber', 'ammunition', 'account', 'army', 'facilitate', 'strong', 'oversight', 'ensure', 'current', 'isr', 'counter', 'uas', 'capability', 'capacity', 'maintain', 'prioritize', 'mitigate', 'term', 'operational', 'risk', 'prevent', 'future', 'capability', 'gap', 'jurisdiction', 'subcommitte', 'pleased', 'include', 'several', 'provision', 'regard', 'disastrous', 'withdrawal', 'include', 'provision', 'require', 'accounting', 'decision', 'leave', 'bagram', 'air', 'base', 'please', 'include', 'bill', 'cadet', 'connect', 'community', 'end', 'military', 'suicide', 'act', 'concern', 'several', 'provision', 'underlie', 'include', 'hopeful', 'work', 'bipartisan', 'manner', 'address', 'encourage', 'support']",38,0,0.7231,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.7135135135135136), (1, 0.2864864864864865)]",National_security
39,US,Stephanie Murphy,1,Florida,1,1,"['chairman', 'work', 'commitment', 'security', 'country', 'continue', 'long', 'proud', 'tradition', 'bipartisan', 'work', 'tactical', 'air', 'land', 'commitment', 'securing', 'nation', 'willingness', 'work', 'share', 'responsibility', 'tough', 'choice', 'result', 'keep', 'land', 'air', 'force', 'good', 'particularly', 'want', 'hartzler', 'input', 'steadfast', 'support', 'building', 'strong', 'bipartisan', 'certainly', 'though', 'disagree', 'time', 'put', 'safety', 'security', 'nation', 'serviceman', 'first', 'work', 'together', 'pass', 'vital', 'piece', 'want', 'vice', 'chair', 'help', 'equip', 'modernize', 'armed_force', 'carefully', 'thoughtfully', 'manage', 'resource', 'time', 'continue', 'necessary', 'oversight', 'ensure', 'responsibility', 'execution', 'dod', 'enact', 'vigorous', 'oversight', 'complex', 'expensive', 'program', 'certainly', 'ambitious', 'modernization', 'strategy', 'army', 'host', 'other', 'particular', 'importance', 'hartzler', 'strong', 'support', 'risk', 'reduction', 'defense', 'industrial_base', 'point', 'include', 'buy', 'american', 'provision', 'bring', 'job', 'ensure', 'get', 'need', 'need', 'secure', 'fragile', 'want', 'take', 'moment', 'closing', 'staff', 'serve', 'certainly', 'lead', 'repair', 'last', 'day', 'clerk', 'caroline', 'do', 'wonderful', 'job', 'personal', 'staff', 'certainly', 'encourage', 'member', 'support', 'ndaa', 'fiscal']",39,0,0.7009,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.7051013277428372), (1, 0.2948986722571628)]",National_security
40,US,Trent Kelly,0,Mississippi,1,0,"['trent', 'mississippi', 'today', 'rise', 'strong', 'support', 'fy_ndaa', 'military', 'face', 'unprecedented', 'challenge', 'body', 'duty', 'bind', 'ensure', 'page', 'military', 'adequately', 'fund', 'tool', 'win', 'empower', 'american', 'company', 'industrial_base', 'provide', 'good', 'service', 'dod', 'hardworke', 'mississippian', 'work', 'company', 'general', 'dynamic', 'aerospace', 'spacex', 'general', 'atomic', 'keep', 'nation', 'safe', 'deserve', 'support', 'include', 'republican', 'boost', 'defense', 'top_line', 'nearly', 'reverse', 'administration', 'reckless', 'cut', 'national', 'security', 'restore', 'funding', 'shipbuilding', 'procurement', 'missile', 'defense', 'modernization', 'fund', 'unfunded', 'top', 'priority', 'military', 'white', 'fail', 'support', 'pass', 'bolster', 'military', 'ability', 'maintain', 'dominance', 'domain', 'ensure', 'military', 'leader', 'resource', 'take', 'care', 'servicemember', 'military', 'family', 'additionally', 'ndaa', 'begin', 'process', 'hold', 'white', 'accountable', 'mistake', 'month', 'ask', 'detail', 'call', 'horizon', 'strategy', 'conduct', 'receive', 'scant', 'detail', 'ahead', 'deserve', 'answer', 'withdrawal', 'unorganized', 'planning', 'execution', 'run', 'commander', 'chief', 'state', 'department', 'lack', 'plan', 'lead', 'withdrawal', 'continue', 'inability', 'maintain', 'control', 'administration', 'stagger', 'armed_service', 'particularly', 'special', 'operation', 'allow', 'weakness', 'administration', 'continue', 'place', 'citizen', 'ally', 'partner', 'overall', 'national', 'security', 'risk', 'call', 'administration', 'provide', 'plan', 'get', 'rest', 'american', 'citizen', 'finally', 'remiss', 'ask', 'teammate', 'tony', 'stark', 'professional', 'staffer', 'nevin', 'battle', 'gallego', 'ask', 'colleague', 'support']",40,0,0.6612,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.6655826558265583), (1, 0.3344173441734417)]",National_security
41,US,James Edward Banks,0,Indiana,1,0,"['bank', 'rise', 'today', 'support', 'fy_ndaa', 'current', 'future', 'warfighting', 'capability', 'contingent', 'modernize', 'department', 'defense', 'recruiting', 'equip', 'military', 'effective', 'secure', 'cutting_edge', 'technology', 'adversary', 'focus', 'defeat', 'battlefield', 'pour', 'money', 'research', 'development', 'emerging_technologie', 'recruit', 'top', 'scientist', 'steal', 'gain', 'tactical', 'edge', 'ndaa', 'push', 'department', 'accelerate', 'innovation', 'strengthen', 'posture', 'critical', 'capability', 'want', 'maintain', 'superiority', 'era', 'great', 'power', 'competition', 'want', 'roger', 'leadership', 'fight', 'gain', 'nearly', 'boost', 'emerging_technologie', 'cybersecurity', 'program', 'markup', 'page', 'fund', 'enhance', 'area', 'hypersonic', 'quantum_compute', 'make', 'historical', 'investment', 'renovate', 'department', 'lab', 'testing', 'facility', 'ranking_member', 'proud', 'work', 'do', 'cyber', 'innovative_technologie', 'information', 'system', 'lead', 'chairman', 'ndaa', 'include', 'provision', 'transition', 'innovative_technologie', 'quickly', 'hand', 'help', 'company', 'bridge', 'valley', 'death', 'implement', 'many', 'recommendation', 'national', 'security', 'see', 'landmark', 'cyberattack', 'trend', 'likely', 'continue', 'prepare', 'bolster', 'strengthen', 'department', 'information', 'security', 'system', 'improve', 'share', 'analysis', 'threat', 'information', 'department', 'strongly', 'support', 'encourage', 'colleague', 'balance', 'time']",41,0,0.5926,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.5886939571150097), (1, 0.41130604288499023)]",National_security
42,US,Donald John Bacon,0,Nebraska,1,0,"['rise', 'act', 'commend', 'outstanding', 'leadership', 'roger', 'deliver', 'strong', 'bipartisan', 'provide', 'common', 'defense', 'personally', 'grateful', 'include', 'dozen', 'provision', 'proud', 'fact', 'send', 'clear', 'bipartisan', 'message', 'keep', 'national', 'defense', 'spending', 'level', 'inflation', 'reject', 'temptation', 'cut', 'defense', 'ally', 'enemy', 'question', 'american', 'leadership', 'white', 'confront', 'global', 'challenge', 'position', 'strength', 'weakness', 'proud', 'include', 'multiple', 'provision', 'ensure', 'oversight', 'accountability', 'recent', 'debacle', 'stand', 'today', 'crisis', 'ongoing', 'hundred', 'citizen', 'resident', 'include', 'constituent', 'nebraska', 'still', 'trap', 'oversight', 'way', 'botch', 'withdrawal', 'handle', 'partisan', 'issue', 'proud', 'back', 'urge', 'support', 'balance', 'time', 'minute', 'outstanding', 'freshman', 'member', 'moore', 'opposition', 'milcon', 'actually', 'agree', 'people', 'agree', 'apartment', 'airman', 'stay', 'hill', 'air_force', 'base', 'literally', 'section', 'corner', 'sidewalk', 'brick', 'fall', 'building', 'standard', 'provide', 'man', 'woman', 'willing', 'go', 'serve', 'capacity', 'agree', 'reason', 'stand', 'oppose', 'increase', 'cost', 'milcon', 'budget', 'already', 'laden', 'lot', 'work', 'little', 'money', 'require', 'sort', 'preference', 'local', 'hire', 'good', 'thing', 'add', 'lot', 'bureaucracy', 'respect', 'license', 'making_sure', 'every_single', 'military', 'construction', 'contractor', 'little', 'prerequisite', 'state', 'reject', 'ultimately', 'add', 'lot', 'cost', 'ironic', 'trump', 'administration', 'disagree', 'chamber', 'commerce', 'actually', 'oppose', 'other', 'noteworthy', 'defense', 'engineering', 'company', 'oppose', 'effort', 'impact', 'skilled', 'workforce', 'every_single', 'construction', 'company', 'talk', 'right', 'say', 'even', 'hire', 'local', 'area', 'require', 'company', 'go', 'area', 'base', 'take', 'skilled', 'workforce', 'go', 'hire', 'workforce', 'particular', 'city', 'add', 'extra', 'burden']",42,0,0.6052,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.6076696165191741), (1, 0.39233038348082594)]",National_security
43,US,Stephanie Bice,1,Oklahoma,1,0,"['rise', 'today', 'support', 'act', 'member', 'honor', 'seat', 'table', 'craft', 'please', 'successful', 'good', 'number', 'priority', 'fifth', 'district', 'include', 'new', 'member', 'armed_service', 'deeply', 'concerned', 'biden', 'propose', 'early', 'essentially', 'cut', 'defense', 'budget', 'rate', 'inflation', 'time', 'face', 'serious', 'threat', 'world', 'thankful', 'leadership', 'ranking_member', 'roger', 'secure', 'bipartisan', 'deal', 'provide', 'additional', 'resource', 'need', 'meet', 'nation', 'defense', 'need', 'make', 'important', 'investment', 'protect', 'nation', 'dangerous', 'adversary', 'fight', 'include', 'several', 'item', 'consider', 'today', 'include', 'measure', 'lead', 'congresswoman', 'colon', 'require', 'dod', 'survey', 'access', 'suicide', 'prevention', 'service', 'military', 'healthcare', 'system', 'well', 'modify', 'version', 'protect', 'servicemember', 'family', 'disability', 'charge', 'pocket', 'expense', 'need', 'upgrade', 'housing', 'unit', 'lastly', 'successfully', 'advanced', 'amendment', 'require', 'dod', 'analyze', 'security', 'threat', 'result', 'release', 'thousand', 'prisoner', 'bagram', 'air', 'base', 'increase', 'resource', 'assist', 'security', 'operation', 'southern', 'border', 'light', 'grow', 'threat', 'emanate', 'elsewhere', 'bottom', 'line', 'strengthen', 'nation', 'defense', 'support', 'brave', 'servicemember', 'sustain', 'important', 'defense', 'program', 'nation', 'home', 'state', 'oklahoma', 'certainly', 'provision', 'agree', 'urge', 'colleague', 'support']",43,0,0.6691,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.6666666666666666), (1, 0.3333333333333333)]",National_security
44,US,Scott DesJarlais,0,Tennessee,1,0,"['rise', 'today', 'express', 'support', 'act', 'today', 'represent', 'much', 'improved', 'effort', 'propose', 'budget', 'important', 'job', 'provide', 'defense', 'nation', 'specter', 'threat', 'aggressive', 'revitalize', 'radical', 'islamic', 'terrorist', 'state', 'demand', 'maintain', 'strong', 'national', 'defense', 'readiness', 'posture', 'ndaa', 'give', 'much', 'deserve', 'need', 'pay_raise', 'expand', 'benefit', 'member', 'armed_service', 'make', 'investment', 'ensure', 'military', 'good', 'equip', 'train', 'world', 'focus', 'american', 'job', 'domestic', 'manufacturing', 'base', 'invest', 'important', 'new', 'technology', 'quantum_compute', 'hypersonic', 'weapon', 'autonomous', 'proud', 'say', 'university', 'vanderbilt', 'base', 'oak', 'page', 'laboratory', 'stakeholder', 'receive', 'fund', 'carry', 'vital', 'operation', 'military', 'say', 'perfect', 'disappointed', 'prevent', 'first', 'use', 'come', 'floor', 'vote', 'hearing', 'military', 'leadership', 'emphasize', 'first', 'use', 'policy', 'limit', 'strategic', 'mistake', 'number', 'ally', 'express', 'concern', 'directly', 'never', 'tip', 'strategic', 'plan', 'adversarie', 'disappointing', 'side', 'aisle', 'take', 'intend', 'improve', 'military', 'muddle', 'attempt', 'score', 'political', 'point', 'time', 'support', 'poison', 'pill', 'hopeful', 'colleague', 'remove', 'conference', 'final', 'passage', 'say', 'move', 'forward', 'support', 'make', 'strong', 'avoid', 'nongermane', 'political', 'issue', 'get', 'sign', 'law', 'brave', 'man', 'woman', 'uniform']",44,0,0.6056,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.5964590964590964), (1, 0.40354090354090355)]",National_security
45,US,Matt Gaetz,0,Florida,1,0,"['behalf', 'ten', 'thousand', 'military', 'family', 'rise', 'strong', 'support', 'act', 'right', 'military', 'family', 'ensure', 'upgrade', 'training', 'system', 'increase', 'proficiency', 'ensure', 'servicemember', 'safe', 'go', 'range', 'enhance', 'platform', 'equipment', 'survivability', 'ensure', 'troop', 'good', 'possible', 'position', 'prevail', 'battle', 'vanquish', 'foe', 'percent', 'vastly', 'need', 'small', 'debt', 'gratitude', 'elite', 'level', 'patriotism', 'servicemember', 'show', 'day', 'right', 'mission', 'invest', 'research', 'development', 'test', 'evaluation', 'increase', 'investment', 'cyber', 'ensure', 'military', 'construction', 'budget', 'allow', 'meet', 'ambitious', 'goal', 'able', 'grow', 'strategic', 'mission', 'particular', 'area', 'investment', 'space', 'force', 'ensure', 'always', 'hold', 'high', 'ground', 'win', 'future', 'focus', 'great', 'power', 'competition', 'ensure', 'win', 'great', 'power', 'competition', 'great', 'great', 'bipartisan', 'leadership', 'note', 'bipartisan', 'leadership', 'necessary', 'initial', 'budget', 'meet', 'need', 'country', 'degree', 'testament', 'roger', 'bright', 'mind', 'prevail', 'continue', 'reserve', 'balance', 'time']",45,0,0.5919,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.5816993464052288), (1, 0.41830065359477125)]",National_security
46,US,Frank Pallone,0,New Jersey,1,1,"['pallone', 'move', 'suspend', 'rule', 'pass', 'direct', 'consumer_product', 'safety', 'establish', 'pilot_program', 'explore', 'use', 'support', 'mission', 'direct', 'secretary', 'commerce', 'federal', 'trade', 'study', 'use', 'blockchain', 'technology', 'digital', 'token', 'respectively', 'ask', 'unanimous', 'consent', 'member', 'legislative', 'day', 'revise', 'extend', 'remark', 'include', 'extraneous', 'material', 'objection', 'request', 'objection', 'yield', 'time', 'may_consume', 'rise', 'speak', 'support', 'consumer', 'safety', 'technology', 'act', 'want', 'begin', 'thank', 'representative', 'reintroduce', 'help', 'modernize', 'consumer_protection', 'agency', 'encourage', 'use', 'advanced', 'technology', 'blockchain', 'support', 'consumer_protection', 'technology', 'help', 'consumer_product', 'safety', 'federal', 'trade', 'improve', 'operation', 'effectively', 'carry', 'mission', 'technological', 'advance', 'globalization', 'greatly', 'expand', 'range', 'consumer', 'product', 'market', 'consumer', 'shop', 'online', 'product', 'ship', 'directly', 'home', 'help', 'oversee', 'increasingly', 'complex', 'range', 'product', 'jurisdiction', 'identify', 'new', 'injury', 'trend', 'emerge', 'hazard', 'help', 'cpsc', 'monitor', 'online', 'marketplace', 'illegal', 'sale', 'recall', 'product', 'persistence', 'recall', 'product', 'online', 'party', 'marketplace', 'particularly', 'pernicious', 'problem', 'put', 'needlessly', 'risk', 'example', 'month', 'dangerous', 'price', 'rock', 'infant', 'inclined', 'sleeper', 'recall', 'consumer', 'report', 'investigation', 'find', 'product', 'still', 'sell', 'site', 'facebook', 'marketplace', 'craigslist', 'even', 'link', 'dozen', 'infant', 'fatality', 'hopeful', 'harness', 'eradicate', 'illegal', 'sale', 'recall', 'product', 'online', 'marketplace', 'cpsc', 'use', 'assess', 'risk', 'grow', 'number', 'import', 'consumer', 'product', 'enter', 'country', 'send', 'directly', 'consumer', 'incorporate', 'originally', 'introduce', 'soto', 'originally', 'introduce', 'representative', 'davidson', 'soto', 'digital', 'taxonomy', 'act', 'incorporate', 'bill', 'identify', 'way', 'blockchain', 'technology', 'use', 'support', 'consumer_protection', 'make_sure', 'scammer', 'fraudster', 'get', 'ahead', 'consumer', 'law', 'enforcement', 'realm', 'blockchain', 'finally', 'rodger', 'commerce', 'biliraki', 'work', 'move', 'always', 'schakowsky', 'call', 'colleague', 'support', 'measure', 'reserve', 'balance', 'time', 'yield', 'minute', 'prime', 'urge', 'support', 'yield', 'balance', 'time']",46,0,0.7619,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.7627627627627628), (1, 0.23723723723723725)]",National_security
47,US,Gus Bilirakis,0,Florida,1,0,"['gus', 'biliraki', 'yield', 'time', 'may_consume', 'rise', 'today', 'support', 'consumer', 'safety', 'technology', 'act', 'representative', 'guthrie', 'soto', 'davidson', 'leadership', 'effort', 'course', 'chairman', 'well', 'chairman', 'bipartisan', 'direct', 'consumer_product', 'safety', 'conduct', 'pilot_program', 'determine', 'use', 'advance', 'mission', 'give', 'broad', 'jurisdiction', 'many', 'consumer', 'product', 'efficiently', 'accurately', 'analyze', 'datum', 'marketplace', 'critical', 'effective', 'operation', 'include', 'important', 'study', 'blockchain', 'technology', 'use', 'prevent', 'fraud', 'increase', 'privacy', 'bolster', 'nation', 'complementary', 'american', 'act', 'prioritize', 'emerge', 'technology', 'ensure', 'lead', 'technology', 'development', 'furthermore', 'focus', 'digital', 'token', 'see', 'increase', 'adoption', 'consumer', 'target', 'way', 'protect', 'consumer', 'fraud', 'token', 'marketplace', 'dangerous', 'trend', 'recently', 'become', 'apparent', 'colleague', 'important', 'work', 'particular', 'piece', 'urge', 'colleague', 'support', 'speaker', 'important', 'get', 'finish', 'line', 'time', 'urge', 'colleague', 'support', 'yield', 'balance', 'time']",47,0,0.6704,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.6704459561602418), (1, 0.3295540438397581)]",National_security
48,US,Eleanor Norton,1,District of Columbia,1,1,"['yield', 'time', 'may_consume', 'rise', 'support', 'federal', 'career', 'opportunity', 'computer', 'science', 'work', 'commend', 'colleague', 'obernolte', 'welch', 'bipartisan', 'work', 'measure', 'require', 'office', 'personnel', 'management', 'update', 'establish', 'occupational', 'series', 'federal', 'civilian', 'position', 'software', 'development', 'software', 'engineering', 'datum', 'science', 'datum', 'management', 'day', 'enactment', 'implement', 'recommendation', 'include', 'final', 'national', 'security', 'state', 'competition', 'side', 'good', 'technology', 'side', 'well', 'diverse', 'tech', 'savvy', 'talent', 'attract', 'retain', 'digital', 'talent', 'recommend', 'federal_government', 'create', 'civilian', 'occupational', 'series', 'include', 'bipartisan', 'help', 'support', 'recruitment', 'professional', 'specialize', 'skill', 'federal', 'employment', 'important', 'step', 'help', 'federal', 'agency', 'recruit', 'hire', 'retain', 'talent', 'need', 'remain', 'competitive', 'digital', 'domain', 'strongly', 'support', 'urge', 'colleague', 'reserve', 'balance', 'time', 'urge', 'passage', 'yield', 'back', 'balance', 'time']",48,0,0.5787,"support, military, defense, work, include, bipartisan, provide, time, ensure, member","[(0, 0.5764354958985831), (1, 0.4235645041014168)]",National_security
